customerid;DOB;gender;address;job
0000021037;03/01/1991;Nam;Đặng Đường/Quận Gò Vấp/TP.HCM;worker
0000021040;04/07/2001;Nam;John Dãy/Quận 1/TP.HCM;student
0000021074;05/10/2000;Nam;Đặng Ngõ/Quận 7/TP.HCM;worker
0000021136;22/12/1996;Nữ;Lê Dãy/Quận 7/TP.HCM;worker
0000021141;28/09/1992;Nữ;Bùi Đường/Quận 7/TP.HCM;worker
0000021309;19/11/1997;Nữ;Lê Ngõ/Quận Bình Thạnh/TP.HCM;worker
0000021313;04/12/1994;Nam;Đặng Dãy/Quận Bình Thạnh/TP.HCM;worker
0000021365;25/08/1997;Nữ;Vũ Tổ/Quận 7/TP.HCM;worker
0000021388;27/12/1975;Nữ;John Làng/Quận 1/TP.HCM;worker
0000021425;16/01/1993;Nữ;Phạm Ngõ/Quận 3/TP.HCM;worker
0000021490;31/03/1993;Nữ;Bùi Ngõ/Quận 1/TP.HCM;worker
0000021513;16/08/1996;Nữ;Trần Hẻm/Quận Gò Vấp/TP.HCM;worker
0000021563;09/03/1994;Nữ;John Dãy/Quận Gò Vấp/TP.HCM;worker
0000021593;14/12/2000;Nam;Đặng Ngõ/Quận Bình Thạnh/TP.HCM;worker
0000021595;03/12/1993;Nữ;Nguyễn Số/Quận 1/TP.HCM;worker
0000021627;01/09/1998;Nam;John Làng/Quận Gò Vấp/TP.HCM;worker
0000021670;14/01/1997;Nam;John Ngõ/Quận 3/TP.HCM;worker
0000021678;27/11/1997;Nữ;Nguyễn Làng/Quận Bình Thạnh/TP.HCM;worker
0000021717;01/05/1996;Nam;Jane Dãy/Quận Gò Vấp/TP.HCM;worker
0000021739;16/02/1995;Nam;John Dãy/Quận 7/TP.HCM;worker
0000021810;13/08/2000;Nữ;Jane Đường/Quận Bình Thạnh/TP.HCM;worker
0000021845;29/09/1994;Nữ;John Tổ/Quận 1/TP.HCM;worker
0000021897;19/09/2001;Nam;John Làng/Quận 1/TP.HCM;student
0000021906;18/07/2000;Nữ;John Đường/Quận 7/TP.HCM;worker
0000021915;26/04/1991;Nam;John Làng/Quận 1/TP.HCM;worker
0000021943;27/11/1992;Nam;Jane Số/Quận 7/TP.HCM;worker
0000021996;11/10/1976;Nữ;John Làng/Quận 3/TP.HCM;worker
0000022001;01/09/1995;Nữ;Jane Hẻm/Quận 3/TP.HCM;worker
0000022102;20/06/1999;Nữ;Hoàng Hẻm/Quận Gò Vấp/TP.HCM;worker
0000022271;26/11/1996;Nam;Mai Số/Quận 1/TP.HCM;worker
0000022351;11/02/2005;Nữ;Jane Số/Quận Gò Vấp/TP.HCM;student
0000022395;30/07/2000;Nữ;Bùi Hẻm/Quận 3/TP.HCM;worker
0000022461;03/08/1998;Nữ;John Hẻm/Quận 3/TP.HCM;worker
0000022484;26/06/1989;Nữ;John Tổ/Quận Bình Thạnh/TP.HCM;worker
0000022491;14/01/1992;Nam;Hoàng Tổ/Quận Bình Thạnh/TP.HCM;worker
0000022529;31/03/1999;Nam;Jane Hẻm/Quận 3/TP.HCM;worker
0000022574;22/09/1997;Nam;Bùi Tổ/Quận 1/TP.HCM;worker
0000022604;22/08/1996;Nam;John Đường/Quận 7/TP.HCM;worker
0000022610;29/04/1997;Nam;Jane Khu/Quận 7/TP.HCM;worker
0000022703;09/09/1998;Nữ;Lê Số/Quận 7/TP.HCM;worker
0000022709;10/10/1998;Nữ;John Số/Quận 7/TP.HCM;worker
0000022728;20/05/2003;Nam;Jane Tổ/Quận 1/TP.HCM;student
0000022758;22/10/1994;Nữ;Jane Khu/Quận 3/TP.HCM;worker
0000022779;28/04/2003;Nữ;Jane Khu/Quận Gò Vấp/TP.HCM;student
0000022793;22/01/1996;Nam;Đặng Làng/Quận Gò Vấp/TP.HCM;worker
0000022809;19/02/1997;Nam;John Tổ/Quận 7/TP.HCM;worker
0000022849;12/05/1995;Nam;John Đường/Quận Gò Vấp/TP.HCM;worker
0000022854;02/12/2005;Nữ;Bùi Hẻm/Quận 1/TP.HCM;student
0000022947;03/05/1986;Nam;John Ngõ/Quận Bình Thạnh/TP.HCM;worker
0000023012;28/10/1992;Nữ;Dương Đường/Quận Bình Thạnh/TP.HCM;worker
0000023072;03/10/1990;Nữ;Phạm Tổ/Quận Gò Vấp/TP.HCM;worker
0000023098;22/09/1994;Nam;Jane Làng/Quận 3/TP.HCM;worker
0000023139;23/01/1996;Nữ;Trần Dãy/Quận 1/TP.HCM;worker
0000023188;23/06/2000;Nữ;Lê Đường/Quận Gò Vấp/TP.HCM;worker
0000023190;22/03/2002;Nam;Lê Số/Quận 7/TP.HCM;student
0000023221;03/01/2003;Nam;John Số/Quận 7/TP.HCM;student
0000023240;19/04/1995;Nam;Lê Đường/Quận 3/TP.HCM;worker
0000023244;06/07/1996;Nam;John Số/Quận Bình Thạnh/TP.HCM;worker
0000023271;19/05/2002;Nữ;Đặng Ngõ/Quận 7/TP.HCM;student
0000023275;15/11/1989;Nữ;John Dãy/Quận Gò Vấp/TP.HCM;worker
0000023292;26/11/1994;Nữ;Nguyễn Hẻm/Quận Bình Thạnh/TP.HCM;worker
0000023299;03/06/2002;Nam;Nguyễn Khu/Quận 3/TP.HCM;student
0000023302;26/01/1992;Nữ;John Hẻm/Quận 1/TP.HCM;worker
0000023320;21/09/1993;Nam;Jane Ngõ/Quận 3/TP.HCM;worker
0000023346;30/01/1991;Nam;Mai Khu/Quận Bình Thạnh/TP.HCM;worker
0000023349;21/09/2000;Nam;John Hẻm/Quận 3/TP.HCM;worker
0000023355;19/06/2003;Nam;Jane Đường/Quận 7/TP.HCM;student
0000023367;14/05/1994;Nam;Phạm Tổ/Quận 7/TP.HCM;worker
0000023372;18/01/1992;Nữ;Lê Hẻm/Quận 3/TP.HCM;worker
0000023378;19/06/1995;Nam;Mai Làng/Quận 7/TP.HCM;worker
0000023384;23/08/1997;Nam;Jane Tổ/Quận 1/TP.HCM;worker
0000023431;31/10/1988;Nam;Vũ Ngõ/Quận Bình Thạnh/TP.HCM;worker
0000023464;13/10/2000;Nữ;Jane Khu/Quận 3/TP.HCM;worker
0000023482;08/02/1995;Nam;Phạm Tổ/Quận 3/TP.HCM;worker
0000023501;26/09/1993;Nam;Phạm Dãy/Quận 7/TP.HCM;worker
0000023511;12/11/1999;Nữ;Hoàng Ngõ/Quận 1/TP.HCM;worker
0000023547;15/06/1994;Nam;Dương Khu/Quận 3/TP.HCM;worker
0000023553;20/03/1995;Nữ;Mai Ngõ/Quận Gò Vấp/TP.HCM;worker
0000023558;10/03/1990;Nam;Jane Đường/Quận Gò Vấp/TP.HCM;worker
0000023574;16/02/2003;Nam;Lê Hẻm/Quận 3/TP.HCM;student
0000023673;30/11/1997;Nam;Jane Hẻm/Quận 1/TP.HCM;worker
0000023761;25/04/1997;Nữ;John Tổ/Quận 3/TP.HCM;worker
0000023815;14/01/1996;Nam;Bùi Khu/Quận 7/TP.HCM;worker
0000023818;18/01/1992;Nữ;Jane Ngõ/Quận 7/TP.HCM;worker
0000023970;29/04/1994;Nam;Mai Hẻm/Quận Bình Thạnh/TP.HCM;worker
0000023971;28/05/2005;Nữ;Nguyễn Hẻm/Quận 3/TP.HCM;student
0000023995;17/07/2002;Nữ;Jane Số/Quận Bình Thạnh/TP.HCM;student
0000024007;16/10/1997;Nam;Dương Dãy/Quận Gò Vấp/TP.HCM;worker
0000024012;03/11/1985;Nam;Nguyễn Dãy/Quận Gò Vấp/TP.HCM;worker
0000024047;13/02/1995;Nam;Lê Dãy/Quận 3/TP.HCM;worker
0000024057;26/06/1989;Nam;John Ngõ/Quận Gò Vấp/TP.HCM;worker
0000024063;05/07/1995;Nữ;Jane Tổ/Quận Bình Thạnh/TP.HCM;worker
0000024067;12/09/1997;Nam;John Số/Quận Bình Thạnh/TP.HCM;worker
0000024099;11/04/2000;Nữ;Jane Hẻm/Quận 3/TP.HCM;worker
0000024118;25/08/1992;Nam;Jane Ngõ/Quận 7/TP.HCM;worker
0000024125;18/03/1998;Nam;Đặng Khu/Quận Gò Vấp/TP.HCM;worker
0000024144;03/08/1985;Nam;John Tổ/Quận 7/TP.HCM;worker
0000024146;12/09/1992;Nam;John Dãy/Quận Bình Thạnh/TP.HCM;worker
0000024154;13/02/1991;Nam;John Số/Quận 3/TP.HCM;worker
0000024160;21/07/1981;Nam;John Số/Quận 3/TP.HCM;worker
0000024188;23/07/1995;Nam;Bùi Đường/Quận 1/TP.HCM;worker
0000024299;10/04/2000;Nữ;Jane Khu/Quận 3/TP.HCM;worker
0000024305;22/12/1998;Nữ;John Khu/Quận Gò Vấp/TP.HCM;worker
0000024326;23/09/2000;Nữ;Nguyễn Tổ/Quận Gò Vấp/TP.HCM;worker
0000024417;25/11/1992;Nữ;John Số/Quận 7/TP.HCM;worker
0000024428;25/11/1992;Nữ;Jane Số/Quận Gò Vấp/TP.HCM;worker
0000024433;20/09/1991;Nữ;Jane Hẻm/Quận 7/TP.HCM;worker
0000024444;08/01/1991;Nam;Jane Số/Quận Bình Thạnh/TP.HCM;worker
0000024456;11/10/1984;Nam;Trần Ngõ/Quận Gò Vấp/TP.HCM;worker
0000024459;20/06/1995;Nữ;John Làng/Quận 3/TP.HCM;worker
0000024461;29/11/1994;Nam;John Tổ/Quận Gò Vấp/TP.HCM;worker
0000024536;21/02/1984;Nam;Nguyễn Hẻm/Quận Bình Thạnh/TP.HCM;worker
0000024560;09/04/2003;Nam;Trần Dãy/Quận 1/TP.HCM;student
0000024577;14/01/1995;Nữ;Lê Dãy/Quận 1/TP.HCM;worker
0000024652;13/02/1992;Nam;Vũ Dãy/Quận Gò Vấp/TP.HCM;worker
0000024653;23/05/1993;Nữ;John Làng/Quận 7/TP.HCM;worker
0000024679;19/08/2000;Nữ;John Hẻm/Quận 7/TP.HCM;worker
0000024690;31/05/1997;Nam;Hoàng Làng/Quận 1/TP.HCM;worker
0000024848;01/01/2000;Nam;John Khu/Quận 1/TP.HCM;worker
0000024851;23/02/2000;Nữ;Đặng Số/Quận 7/TP.HCM;worker
0000024854;17/11/1998;Nữ;Phạm Ngõ/Quận 1/TP.HCM;worker
0000024870;02/07/1990;Nam;Đặng Hẻm/Quận 3/TP.HCM;worker
0000024871;03/04/2002;Nữ;Nguyễn Dãy/Quận 1/TP.HCM;student
0000024908;12/07/1991;Nam;Jane Số/Quận 7/TP.HCM;worker
0000024921;22/01/2000;Nữ;John Tổ/Quận Bình Thạnh/TP.HCM;worker
0000024980;19/12/2004;Nữ;Dương Hẻm/Quận Bình Thạnh/TP.HCM;student
0000024994;07/12/2002;Nam;Dương Khu/Quận 1/TP.HCM;student
0000025019;16/12/1998;Nữ;Jane Dãy/Quận 3/TP.HCM;worker
0000025042;07/10/1999;Nữ;Đặng Làng/Quận 7/TP.HCM;worker
0000025058;31/03/2000;Nữ;Mai Khu/Quận Bình Thạnh/TP.HCM;worker
0000025063;16/12/1999;Nữ;Nguyễn Khu/Quận 3/TP.HCM;worker
0000025090;27/08/1999;Nam;Nguyễn Đường/Quận Bình Thạnh/TP.HCM;worker
0000025113;07/05/1999;Nữ;Jane Dãy/Quận 3/TP.HCM;worker
0000025163;04/09/1999;Nam;Hoàng Số/Quận 7/TP.HCM;worker
0000025279;24/02/2000;Nữ;John Dãy/Quận Bình Thạnh/TP.HCM;worker
0000025285;07/03/1999;Nữ;Hoàng Ngõ/Quận 1/TP.HCM;worker
0000025290;28/06/2000;Nữ;Jane Tổ/Quận 1/TP.HCM;worker
0000025346;28/08/1984;Nam;Trần Đường/Quận 3/TP.HCM;worker
0000025383;19/09/2000;Nữ;John Dãy/Quận Gò Vấp/TP.HCM;worker
0000025443;24/09/2005;Nam;John Dãy/Quận 1/TP.HCM;student
0000025463;24/06/2002;Nữ;Dương Ngõ/Quận Bình Thạnh/TP.HCM;student
0000025501;14/04/1993;Nam;John Làng/Quận 1/TP.HCM;worker
0000025581;10/02/1993;Nam;Jane Ngõ/Quận 3/TP.HCM;worker
0000025614;10/05/1998;Nữ;John Ngõ/Quận 7/TP.HCM;worker
0000025689;18/10/1993;Nữ;Bùi Số/Quận 1/TP.HCM;worker
0000025729;03/03/1998;Nam;John Số/Quận 3/TP.HCM;worker
0000025754;27/04/1998;Nữ;Nguyễn Đường/Quận Bình Thạnh/TP.HCM;worker
0000025805;14/08/1998;Nam;Vũ Số/Quận 7/TP.HCM;worker
0000025864;07/07/1989;Nữ;Bùi Đường/Quận 1/TP.HCM;worker
0000025870;14/01/1993;Nam;John Khu/Quận 7/TP.HCM;worker
0000025876;13/05/2094;Nam;Phạm Ngõ/Quận 7/TP.HCM;teenager
0000025878;28/04/2000;Nữ;John Số/Quận 3/TP.HCM;worker
0000025879;21/05/2000;Nam;John Làng/Quận 3/TP.HCM;worker
0000025880;09/08/1999;Nữ;Jane Hẻm/Quận 1/TP.HCM;worker
0000025897;08/05/1994;Nam;Trần Làng/Quận Bình Thạnh/TP.HCM;worker
0000025914;22/02/1999;Nữ;John Làng/Quận 1/TP.HCM;worker
0000025933;04/12/1996;Nữ;Jane Đường/Quận 1/TP.HCM;worker
0000026071;30/09/2000;Nữ;Nguyễn Tổ/Quận 1/TP.HCM;worker
0000026095;28/05/1999;Nữ;Đặng Đường/Quận 7/TP.HCM;worker
0000026124;25/08/1999;Nữ;Vũ Làng/Quận 7/TP.HCM;worker
0000026145;12/05/1998;Nam;Bùi Đường/Quận Gò Vấp/TP.HCM;worker
0000026179;08/11/2000;Nam;John Tổ/Quận 1/TP.HCM;worker
0000026187;27/07/2000;Nam;Vũ Số/Quận 3/TP.HCM;worker
0000026309;28/06/2000;Nam;Jane Ngõ/Quận Bình Thạnh/TP.HCM;worker
0000026313;20/08/2000;Nam;Lê Ngõ/Quận Gò Vấp/TP.HCM;worker
0000026353;27/09/2000;Nam;John Khu/Quận 3/TP.HCM;worker
0000026371;13/01/2000;Nữ;Bùi Ngõ/Quận Gò Vấp/TP.HCM;worker
0000026393;20/06/1998;Nam;John Ngõ/Quận 7/TP.HCM;worker
0000026398;16/02/2000;Nữ;Phạm Tổ/Quận 1/TP.HCM;worker
0000026428;16/06/2000;Nam;John Làng/Quận 3/TP.HCM;worker
0000026476;08/10/2000;Nam;Lê Hẻm/Quận Gò Vấp/TP.HCM;worker
0000026482;19/06/2000;Nam;Jane Đường/Quận Bình Thạnh/TP.HCM;worker
0000026500;24/12/2000;Nữ;Phạm Làng/Quận Bình Thạnh/TP.HCM;worker
0000026538;03/05/1999;Nam;Hoàng Dãy/Quận 3/TP.HCM;worker
0000026550;27/01/2000;Nữ;Jane Ngõ/Quận Gò Vấp/TP.HCM;worker
0000026552;18/11/2000;Nữ;Hoàng Dãy/Quận 3/TP.HCM;worker
0000026570;05/11/1999;Nữ;Jane Số/Quận Gò Vấp/TP.HCM;worker
0000026616;27/04/2003;Nữ;Mai Đường/Quận 3/TP.HCM;student
0000026634;26/08/1999;Nam;Vũ Hẻm/Quận Gò Vấp/TP.HCM;worker
0000026641;11/10/1998;Nam;John Dãy/Quận 7/TP.HCM;worker
0000026663;23/02/1999;Nữ;John Làng/Quận 7/TP.HCM;worker
0000026669;21/11/1999;Nam;Jane Làng/Quận 1/TP.HCM;worker
0000026701;22/12/1998;Nam;Dương Đường/Quận Gò Vấp/TP.HCM;worker
0000026727;10/03/1999;Nữ;John Làng/Quận Gò Vấp/TP.HCM;worker
0000026756;21/09/2002;Nữ;Vũ Khu/Quận 7/TP.HCM;student
0000026758;25/06/1999;Nam;Jane Ngõ/Quận Bình Thạnh/TP.HCM;worker
0000026770;14/03/2000;Nam;Jane Dãy/Quận Bình Thạnh/TP.HCM;worker
0000026783;15/07/1998;Nữ;Hoàng Hẻm/Quận 3/TP.HCM;worker
0000026789;28/01/2000;Nam;Jane Ngõ/Quận 1/TP.HCM;worker
0000026796;01/03/1991;Nữ;Jane Khu/Quận 1/TP.HCM;worker
0000026835;04/07/1995;Nữ;Đặng Dãy/Quận 7/TP.HCM;worker
0000026907;07/10/1995;Nữ;Nguyễn Khu/Quận Gò Vấp/TP.HCM;worker
0000026916;23/10/1999;Nam;Jane Ngõ/Quận Bình Thạnh/TP.HCM;worker
0000026967;23/07/2000;Nam;Jane Số/Quận 3/TP.HCM;worker
0000026985;09/12/2000;Nam;Bùi Số/Quận 7/TP.HCM;worker
0000027005;27/07/1975;Nam;Jane Khu/Quận Bình Thạnh/TP.HCM;worker
0000027034;06/08/2000;Nam;Vũ Khu/Quận Bình Thạnh/TP.HCM;worker
0000027047;01/09/1997;Nam;Nguyễn Hẻm/Quận 1/TP.HCM;worker
0000027064;16/07/1992;Nam;Phạm Ngõ/Quận 7/TP.HCM;worker
0000027090;18/04/1997;Nam;John Tổ/Quận Gò Vấp/TP.HCM;worker
0000027110;05/02/1988;Nam;Jane Dãy/Quận Gò Vấp/TP.HCM;worker
0000027147;03/04/1997;Nữ;Jane Tổ/Quận 3/TP.HCM;worker
0000027187;11/07/1997;Nữ;Nguyễn Đường/Quận Bình Thạnh/TP.HCM;worker
0000027190;04/07/1994;Nam;John Hẻm/Quận 3/TP.HCM;worker
0000027232;03/07/1994;Nữ;John Đường/Quận 7/TP.HCM;worker
0000027244;08/08/1990;Nam;Jane Hẻm/Quận 3/TP.HCM;worker
0000027270;09/08/1994;Nữ;John Khu/Quận Gò Vấp/TP.HCM;worker
0000027271;28/05/2000;Nam;Vũ Số/Quận Bình Thạnh/TP.HCM;worker
0000027283;06/09/1997;Nam;Lê Làng/Quận Bình Thạnh/TP.HCM;worker
0000027297;20/07/1998;Nam;John Khu/Quận 7/TP.HCM;worker
0000027307;18/11/1997;Nữ;Jane Ngõ/Quận 7/TP.HCM;worker
0000027320;18/05/1996;Nữ;Bùi Ngõ/Quận Bình Thạnh/TP.HCM;worker
0000027323;06/11/1996;Nữ;John Tổ/Quận 7/TP.HCM;worker
0000027334;09/11/1994;Nam;Jane Tổ/Quận 3/TP.HCM;worker
0000027353;03/05/1996;Nữ;Jane Khu/Quận 1/TP.HCM;worker
0000027354;28/05/1997;Nữ;Jane Làng/Quận 1/TP.HCM;worker
0000027362;07/03/2001;Nữ;John Số/Quận Bình Thạnh/TP.HCM;student
0000027372;08/04/1999;Nữ;John Ngõ/Quận 3/TP.HCM;worker
0000027376;29/10/1998;Nữ;Lê Làng/Quận Gò Vấp/TP.HCM;worker
0000027396;30/08/1996;Nam;Trần Khu/Quận Bình Thạnh/TP.HCM;worker
0000027404;10/07/1996;Nữ;John Số/Quận 7/TP.HCM;worker
0000027440;08/03/1993;Nữ;John Đường/Quận Bình Thạnh/TP.HCM;worker
0000027458;03/07/1992;Nam;Đặng Khu/Quận 1/TP.HCM;worker
0000027460;29/06/1993;Nam;Vũ Hẻm/Quận Gò Vấp/TP.HCM;worker
0000027462;22/04/1996;Nam;Mai Hẻm/Quận Gò Vấp/TP.HCM;worker
0000027477;13/11/1994;Nữ;Jane Số/Quận Bình Thạnh/TP.HCM;worker
0000027515;08/04/1992;Nam;Jane Ngõ/Quận 7/TP.HCM;worker
0000027523;24/03/1992;Nữ;Nguyễn Dãy/Quận 7/TP.HCM;worker
0000027525;22/03/1996;Nam;John Ngõ/Quận Gò Vấp/TP.HCM;worker
0000027527;22/04/1993;Nam;Dương Dãy/Quận Gò Vấp/TP.HCM;worker
0000027551;28/02/2003;Nam;Đặng Dãy/Quận 1/TP.HCM;student
0000027560;26/11/1995;Nữ;Bùi Hẻm/Quận 7/TP.HCM;worker
0000027597;29/07/1997;Nam;John Làng/Quận Bình Thạnh/TP.HCM;worker
0000027599;11/08/1995;Nam;Hoàng Số/Quận Gò Vấp/TP.HCM;worker
0000027636;10/07/1998;Nữ;Đặng Khu/Quận 7/TP.HCM;worker
0000027670;04/01/1997;Nam;Trần Tổ/Quận 3/TP.HCM;worker
0000027699;04/11/1996;Nữ;Đặng Số/Quận 1/TP.HCM;worker
0000027710;22/11/1999;Nữ;John Làng/Quận 3/TP.HCM;worker
0000027726;13/10/1994;Nữ;Nguyễn Đường/Quận 1/TP.HCM;worker
0000027729;01/03/1999;Nữ;John Hẻm/Quận Bình Thạnh/TP.HCM;worker
0000027748;26/08/1993;Nam;Jane Dãy/Quận 7/TP.HCM;worker
0000027757;04/07/2000;Nam;John Tổ/Quận 7/TP.HCM;worker
0000027771;20/09/1993;Nam;Jane Đường/Quận Gò Vấp/TP.HCM;worker
0000027778;08/03/2002;Nữ;Dương Dãy/Quận Bình Thạnh/TP.HCM;student
0000027806;29/10/2002;Nữ;Lê Làng/Quận Bình Thạnh/TP.HCM;student
0000027831;18/10/2002;Nữ;Lê Khu/Quận Bình Thạnh/TP.HCM;student
0000027879;03/01/1995;Nam;John Làng/Quận Bình Thạnh/TP.HCM;worker
0000027884;08/07/1997;Nam;Đặng Tổ/Quận 3/TP.HCM;worker
0000027888;15/05/1994;Nam;Dương Làng/Quận Gò Vấp/TP.HCM;worker
0000027904;20/05/1988;Nam;Jane Số/Quận Gò Vấp/TP.HCM;worker
0000028008;04/03/1995;Nam;Vũ Hẻm/Quận Gò Vấp/TP.HCM;worker
0000028027;11/11/1996;Nam;Jane Hẻm/Quận Gò Vấp/TP.HCM;worker
0000028029;19/02/1995;Nam;Bùi Ngõ/Quận 7/TP.HCM;worker
0000028035;22/01/1990;Nữ;John Tổ/Quận 3/TP.HCM;worker
0000028039;31/01/2001;Nữ;Jane Làng/Quận Gò Vấp/TP.HCM;student
0000028047;29/09/1999;Nữ;John Hẻm/Quận 1/TP.HCM;worker
0000028061;08/02/1988;Nam;Jane Ngõ/Quận Gò Vấp/TP.HCM;worker
0000028085;09/10/1994;Nữ;Mai Làng/Quận Bình Thạnh/TP.HCM;worker
0000028106;27/01/2001;Nam;Phạm Dãy/Quận 1/TP.HCM;student
0000028122;26/10/1990;Nữ;Trần Hẻm/Quận 1/TP.HCM;worker
0000028131;19/03/2003;Nam;Bùi Dãy/Quận Gò Vấp/TP.HCM;student
0000028150;26/03/1991;Nữ;Vũ Hẻm/Quận 3/TP.HCM;worker
0000028158;20/09/2000;Nam;Phạm Hẻm/Quận Gò Vấp/TP.HCM;worker
0000028181;29/05/2001;Nữ;Lê Dãy/Quận 7/TP.HCM;student
0000028185;22/07/1997;Nam;Mai Làng/Quận 1/TP.HCM;worker
0000028217;19/01/1986;Nam;Bùi Làng/Quận 1/TP.HCM;worker
0000028219;08/08/1994;Nam;Jane Số/Quận 1/TP.HCM;worker
0000028257;07/10/2000;Nữ;Dương Số/Quận 1/TP.HCM;worker
0000028259;12/10/1993;Nữ;Dương Khu/Quận 1/TP.HCM;worker
0000028262;22/06/1996;Nữ;Jane Ngõ/Quận 1/TP.HCM;worker
0000028296;22/12/1994;Nữ;John Ngõ/Quận Bình Thạnh/TP.HCM;worker
0000028321;18/04/1995;Nữ;John Đường/Quận 7/TP.HCM;worker
0000028325;29/09/2001;Nữ;Dương Làng/Quận 1/TP.HCM;student
0000028331;21/02/1995;Nữ;Jane Tổ/Quận 1/TP.HCM;worker
0000028337;19/11/2000;Nữ;Jane Số/Quận 7/TP.HCM;worker
0000028351;15/08/2003;Nữ;Mai Tổ/Quận 3/TP.HCM;student
0000028366;23/02/1969;Nam;John Khu/Quận 7/TP.HCM;worker
0000028371;09/07/1990;Nam;Jane Làng/Quận Gò Vấp/TP.HCM;worker
0000028404;09/05/1997;Nam;Nguyễn Số/Quận Bình Thạnh/TP.HCM;worker
0000028417;03/01/1982;Nam;Lê Dãy/Quận Bình Thạnh/TP.HCM;worker
0000028431;03/09/1985;Nam;Hoàng Tổ/Quận Bình Thạnh/TP.HCM;worker
0000028457;23/12/2001;Nữ;Trần Tổ/Quận Bình Thạnh/TP.HCM;student
0000028505;27/01/1989;Nam;Hoàng Khu/Quận 1/TP.HCM;worker
0000028537;10/10/1997;Nữ;Phạm Số/Quận Gò Vấp/TP.HCM;worker
0000028549;06/03/1995;Nữ;John Làng/Quận 1/TP.HCM;worker
0000028564;29/05/1990;Nam;Vũ Khu/Quận Gò Vấp/TP.HCM;worker
0000028575;13/11/1997;Nam;John Dãy/Quận Gò Vấp/TP.HCM;worker
0000028578;09/07/1995;Nam;John Ngõ/Quận 3/TP.HCM;worker
0000028580;14/09/1987;Nữ;Lê Tổ/Quận 1/TP.HCM;worker
0000028588;13/01/1997;Nam;Jane Hẻm/Quận 3/TP.HCM;worker
0000028605;30/10/1997;Nữ;John Khu/Quận 7/TP.HCM;worker
0000028627;22/07/1995;Nữ;Mai Số/Quận Bình Thạnh/TP.HCM;worker
0000028633;31/10/1997;Nam;Jane Đường/Quận 7/TP.HCM;worker
0000028637;23/08/1996;Nam;John Tổ/Quận Bình Thạnh/TP.HCM;worker
0000028648;28/12/1992;Nam;Lê Số/Quận 3/TP.HCM;worker
0000028674;14/09/1984;Nam;John Đường/Quận Bình Thạnh/TP.HCM;worker
0000028689;10/08/1998;Nữ;Đặng Khu/Quận 3/TP.HCM;worker
0000028730;28/02/1997;Nữ;John Khu/Quận Gò Vấp/TP.HCM;worker
0000028731;08/11/1995;Nữ;John Làng/Quận Gò Vấp/TP.HCM;worker
0000028741;15/07/2003;Nữ;Phạm Hẻm/Quận Gò Vấp/TP.HCM;student
0000028786;26/10/1999;Nữ;John Hẻm/Quận Bình Thạnh/TP.HCM;worker
0000028797;28/02/1996;Nữ;Dương Số/Quận 1/TP.HCM;worker
0000028800;01/04/1999;Nam;John Ngõ/Quận 7/TP.HCM;worker
0000028836;06/10/2000;Nữ;Vũ Đường/Quận Bình Thạnh/TP.HCM;worker
0000028886;09/09/1999;Nữ;Jane Ngõ/Quận 3/TP.HCM;worker
0000028898;28/09/1998;Nữ;Jane Hẻm/Quận 1/TP.HCM;worker
0000028921;17/05/1999;Nữ;Jane Số/Quận Bình Thạnh/TP.HCM;worker
0000028923;06/02/1999;Nữ;Dương Khu/Quận 1/TP.HCM;worker
0000028980;02/12/1998;Nam;Vũ Làng/Quận 7/TP.HCM;worker
0000029048;02/04/1997;Nam;Đặng Làng/Quận Bình Thạnh/TP.HCM;worker
0000029127;28/09/2000;Nữ;Đặng Đường/Quận Gò Vấp/TP.HCM;worker
0000029155;14/03/2004;Nam;Bùi Hẻm/Quận 1/TP.HCM;student
0000029183;23/07/2003;Nam;John Đường/Quận 1/TP.HCM;student
0000029210;09/07/2000;Nam;John Tổ/Quận 1/TP.HCM;worker
0000029242;04/01/1995;Nam;John Dãy/Quận 3/TP.HCM;worker
0000029258;31/07/2001;Nữ;John Khu/Quận 1/TP.HCM;student
0000029263;09/04/1995;Nam;Dương Hẻm/Quận 7/TP.HCM;worker
0000029264;23/07/2000;Nữ;Jane Hẻm/Quận Gò Vấp/TP.HCM;worker
0000029273;17/08/1996;Nam;Bùi Dãy/Quận Bình Thạnh/TP.HCM;worker
0000029285;04/09/2002;Nữ;Bùi Ngõ/Quận Bình Thạnh/TP.HCM;student
0000029292;11/08/1996;Nữ;Jane Tổ/Quận Bình Thạnh/TP.HCM;worker
0000029304;24/12/1991;Nam;Đặng Làng/Quận 7/TP.HCM;worker
0000029308;28/05/1994;Nam;John Làng/Quận 7/TP.HCM;worker
0000029361;22/08/1993;Nữ;Đặng Hẻm/Quận Bình Thạnh/TP.HCM;worker
0000029383;08/08/2001;Nữ;Mai Số/Quận Gò Vấp/TP.HCM;student
0000029442;17/10/1997;Nam;Jane Làng/Quận 3/TP.HCM;worker
0000029475;13/01/1988;Nam;Jane Đường/Quận 3/TP.HCM;worker
0000029529;02/01/1991;Nam;Jane Khu/Quận Bình Thạnh/TP.HCM;worker
0000029535;27/09/1993;Nam;John Làng/Quận Gò Vấp/TP.HCM;worker
0000029561;08/09/1996;Nữ;Đặng Khu/Quận 1/TP.HCM;worker
0000029628;12/10/1986;Nam;John Số/Quận 3/TP.HCM;worker
